Client_ID	Покупатель
CL_14121	"ООО ""Массовый предел"" ИНН 26056231975"
CL_14131	"ООО ""Замечательный врач"" ИНН 75890932881"
CL_14141	"ПАО ""Трава"" ИНН 29451479414"
CL_14151	"АО ""Гигантский двор"" ИНН 26709171303"
CL_14161	"ООО ""Наивысшое море"" ИНН 99998482078"
CL_14171	"ООО ""Положение"" ИНН 85961141952"
CL_14181	"ООО ""Крупная литература"" ИНН 89794615086"
CL_14191	"АО ""План"" ИНН 8073571897"
CL_14201	"ООО ""Обеспечение"" ИНН 95809362827"
CL_1421	"ООО ""Райский лист"" ИНН 89773174455"
CL_14211	"ООО ""Арктический метод"" ИНН 55979073233"
CL_14221	"ПАО ""Грандиозная основа"" ИНН 23789025909"
CL_14231	"ПАО ""Область"" ИНН 49568201276"
CL_14241	"ООО ""Безукоризненная часть"" ИНН 98491027218"
CL_14251	"ООО ""Угол"" ИНН 18773797770"
CL_14261	"АО ""Литература"" ИНН 43460942556"
CL_14271	"ООО ""Невозможный инструмент"" ИНН 66728586315"
CL_14281	"ООО ""Чистое развитие"" ИНН 49099178535"
CL_14291	"ООО ""Пламенное знание"" ИНН 28692905216"
CL_14301	"АО ""Ситуация"" ИНН 59751386289"
CL_1431	"АО ""Температура"" ИНН 24669885211"
CL_14311	"ООО ""Профессия"" ИНН 69672614829"
CL_14321	"ООО ""Завод"" ИНН 98195824385"
CL_14331	"ООО ""Представление"" ИНН 75456715174"
CL_14341	"АО ""Герой"" ИНН 91674645041"
CL_14351	"АО ""Театр"" ИНН 35673430258"
CL_14361	"ПАО ""Директор"" ИНН 28542836913"
CL_14371	"ООО ""Впечатляющий механизм"" ИНН 4971431864"
CL_14381	"ООО ""Всесильная борьба"" ИНН 14610248973"
CL_14391	"ООО ""Картина"" ИНН 55822890668"
CL_14401	"ООО ""Титаническая возможность"" ИНН 61373724122"
CL_1441	"ПАО ""Сад"" ИНН 13089807141"
CL_14411	"ООО ""Редкая норма"" ИНН 12368973500"
CL_14421	"ООО ""Прием"" ИНН 32471762047"
CL_14431	"ООО ""Бескомпромиссное дыхание"" ИНН 33689951174"
CL_14441	"ПАО ""Безукоризненный поток"" ИНН 14559437496"
CL_14451	"ООО ""Скорость"" ИНН 3493825322"
CL_14461	"АО ""Разговор"" ИНН 31319124380"
CL_14471	"ООО ""Страница"" ИНН 4127962134"
CL_14481	"ООО ""Ресторан"" ИНН 79359746250"
CL_14491	"ООО ""Кадр"" ИНН 82969760372"
CL_14501	"ООО ""Надежная формула"" ИНН 87793328260"
CL_1451	"ООО ""Список"" ИНН 96921614547"
CL_14511	"ООО ""Условие"" ИНН 7962506915"
CL_14521	"ООО ""Неисчерпаемое пространство"" ИНН 82716054405"
CL_14531	"ООО ""Бесповоротное стекло"" ИНН 44582081887"
CL_14541	"АО ""Всемерное обстоятельство"" ИНН 13092488613"
CL_14551	"ООО ""Схема"" ИНН 46426195011"
CL_14561	"ООО ""Объем"" ИНН 64532111486"
CL_14571	"ООО ""Безоговорочный статус"" ИНН 89954133212"
CL_14581	"ООО ""План"" ИНН 8810402351"
CL_14591	"ООО ""Бесповоротный состав"" ИНН 52638754956"
CL_14601	"ООО ""Дело"" ИНН 34456173950"
CL_1461	"ООО ""Безукоризненная сеть"" ИНН 46500561109"
CL_14611	"ООО ""Прямой образец"" ИНН 73414413298"
CL_14621	"ООО ""Набор"" ИНН 88594548946"
CL_14631	"ООО ""Первый командир"" ИНН 4760637801"
CL_14641	"ООО ""Безудержная дверь"" ИНН 34180755510"
CL_14651	"ООО ""Блестящий выбор"" ИНН 34099792843"
CL_14661	"ООО ""Огромная волна"" ИНН 15698694182"
CL_14671	"ООО ""Передача"" ИНН 86305398930"
CL_14681	"ООО ""Пункт"" ИНН 68692528976"
CL_14691	"АО ""Громадный лес"" ИНН 27185437194"
CL_14701	"ООО ""Начало"" ИНН 83532381266"
CL_1471	"ООО ""Сила"" ИНН 28635214711"
CL_14711	"АО ""Безудержное государство"" ИНН 81347284032"
CL_14721	"ООО ""Великая волна"" ИНН 52621929593"
CL_14731	"ООО ""Счастье"" ИНН 94146094118"
CL_14741	"ООО ""Деревня"" ИНН 11233667490"
CL_14751	"ООО ""Строительство"" ИНН 5083386880"
CL_14761	"ООО ""Солидный лист"" ИНН 83340453674"
CL_14771	"ПАО ""Серьезный знак"" ИНН 5111633642"
CL_14781	"ООО ""Бесчисленный этап"" ИНН 70166750611"
CL_14791	"ООО ""Колоссальный стул"" ИНН 57744006165"
CL_14801	"ООО ""Форма"" ИНН 55280224576"
CL_1481	"АО ""Рост"" ИНН 46085288094"
CL_14811	"АО ""Партия"" ИНН 76070196964"
CL_14821	"ООО ""Набор"" ИНН 86953287643"
CL_14831	"ООО ""Слово"" ИНН 68652638962"
CL_14841	"ООО ""Город"" ИНН 89195387593"
CL_14851	"ООО ""Выбор"" ИНН 46642988488"
CL_14861	"ООО ""Художник"" ИНН 25920802362"
CL_14871	"ООО ""Роман"" ИНН 44013820291"
CL_14881	"ООО ""Отдел"" ИНН 92081418856"
CL_14891	"ООО ""Каменный театр"" ИНН 50617642106"
CL_14901	"ООО ""Часть"" ИНН 11486341992"
CL_1491	"ООО ""Мнение"" ИНН 88895135190"
CL_14911	"ООО ""Участие"" ИНН 70923181144"
CL_14921	"ООО ""Школа"" ИНН 20436785735"
CL_14931	"АО ""Звезда"" ИНН 12467050549"
CL_14941	"ООО ""Исполинский совет"" ИНН 86213832077"
CL_14951	"ООО ""Черная схема"" ИНН 76364320583"
CL_14961	"ООО ""Шанс"" ИНН 17746925460"
CL_14971	"ООО ""Курс"" ИНН 51551857975"
CL_14981	"ООО ""Восторженный центр"" ИНН 22258080676"
CL_14991	"ООО ""Сказочная сила"" ИНН 64581112034"
CL_15001	"ООО ""Неиссякаемое мнение"" ИНН 1191541851"
CL_1501	"ООО ""Безупречная стена"" ИНН 78307599235"
CL_15011	"ООО ""Элемент"" ИНН 5484034801"
CL_15021	"ООО ""Непередаваемый успех"" ИНН 73990788223"
CL_15031	"ООО ""Неограниченный факт"" ИНН 25656184350"
CL_15041	"ООО ""Высший свет"" ИНН 11814568048"
CL_15051	"ООО ""Модель"" ИНН 96230494681"
CL_15061	"ООО ""Большое сердце"" ИНН 38457025424"
CL_15071	"ООО ""Фигура"" ИНН 74176192998"
CL_15081	"ООО ""Беседа"" ИНН 47967546880"
CL_15091	"ООО ""Техника"" ИНН 68398072346"
CL_151	"ООО ""Комиссия"" ИНН 15386719940"
CL_15101	"ООО ""Буйный текст"" ИНН 78941205146"
CL_1511	"ООО ""Список"" ИНН 74181677132"
CL_15111	"ООО ""Победа"" ИНН 71707441564"
CL_15121	"ООО ""Точка"" ИНН 77835234349"
CL_15131	"ПАО ""Кодекс"" ИНН 48575011812"
CL_15141	"ООО ""Организация"" ИНН 79145337921"
CL_15151	"АО ""Весомый выход"" ИНН 86402558427"
CL_15161	"ООО ""Густая функция"" ИНН 403815593"
CL_15171	"ООО ""Райский шаг"" ИНН 91519194766"
CL_15181	"ООО ""Животная беседа"" ИНН 89503984698"
CL_15191	"ПАО ""Помощь"" ИНН 46858520406"
CL_15201	"ПАО ""Редкий лидер"" ИНН 94711828942"
CL_1521	"ООО ""Сторона"" ИНН 36055491763"
CL_15211	"ООО ""Могучий стол"" ИНН 37588634438"
CL_15221	"ООО ""Доктор"" ИНН 5746924081"
CL_15231	"ООО ""Наивысший сад"" ИНН 96129811981"
CL_15241	"ООО ""Круглый час"" ИНН 45827815387"
CL_15251	"ООО ""Ослепительный пункт"" ИНН 8037137935"
CL_15261	"АО ""Выход"" ИНН 85020458499"
CL_15271	"ООО ""Богатая возможность"" ИНН 36656661017"
CL_15281	"ООО ""Безупречный смысл"" ИНН 3911044642"
CL_15291	"ООО ""Неиссякаемый герой"" ИНН 31610836225"
CL_15301	"ООО ""Мнение"" ИНН 79833039774"
CL_1531	"ООО ""Схема"" ИНН 35346665480"
CL_15311	"ПАО ""Веская бутылка"" ИНН 28499974750"
CL_15321	"ООО ""Способность"" ИНН 44734985350"
CL_15331	"ООО ""Дыхание"" ИНН 42384490051"
CL_15341	"ООО ""Жизнь"" ИНН 68983158799"
CL_15351	"ООО ""Мир"" ИНН 80920489593"
CL_15361	"АО ""Источник"" ИНН 7919058752"
CL_15371	"ООО ""Источник"" ИНН 27550806496"
CL_15381	"АО ""Точка"" ИНН 94955582956"
CL_15391	"ООО ""Метод"" ИНН 53436685807"
CL_15401	"ООО ""Процент"" ИНН 70198765737"
CL_1541	"АО ""Неземная среда"" ИНН 26132948659"
CL_15411	"ООО ""Непревзойденная модель"" ИНН 68645512789"
CL_15421	"ООО ""Удар"" ИНН 63200450926"
CL_15431	"ООО ""Взгляд"" ИНН 98397330002"
CL_15441	"ПАО ""Экономика"" ИНН 69174955941"
CL_15451	"АО ""Основательный сотрудник"" ИНН 64088270967"
CL_15461	"ООО ""Впечатляющий поворот"" ИНН 80713313527"
CL_15471	"АО ""Громадное управление"" ИНН 28987631800"
CL_15481	"ООО ""Газета"" ИНН 57827300453"
CL_15491	"ООО ""Воздух"" ИНН 48451046632"
CL_15501	"ООО ""Крупный документ"" ИНН 35359522961"
CL_1551	"ООО ""Судьба"" ИНН 93830726289"
CL_15511	"ООО ""Веская бутылка"" ИНН 91924603725"
CL_15521	"ООО ""Миг"" ИНН 7428833625"
CL_15531	"ООО ""Состояние"" ИНН 62687993929"
CL_15541	"ООО ""Перспектива"" ИНН 6388144588"
CL_15551	"ООО ""Олимпийский вид"" ИНН 37499602440"
CL_15561	"ООО ""Внушительный разговор"" ИНН 13700293024"
CL_15571	"ООО ""Одежда"" ИНН 2349007025"
CL_15581	"ООО ""Птица"" ИНН 2797862468"
CL_15591	"ПАО ""Жаркий рынок"" ИНН 87887219390"
CL_15601	"ООО ""Работник"" ИНН 89289334789"
CL_1561	"ООО ""Прием"" ИНН 72573630364"
CL_15611	"ООО ""Всемерная группа"" ИНН 87115746832"
CL_15621	"ООО ""Пламенное знание"" ИНН 52666530530"
CL_15631	"ООО ""Весомое событие"" ИНН 25954821400"
CL_15641	"ООО ""Лето"" ИНН 94797485177"
CL_15651	"ООО ""Чистая база"" ИНН 92650961609"
CL_15661	"ООО ""Абсолютная система"" ИНН 5666170214"
CL_15671	"ООО ""Непревзойденный инструмент"" ИНН 8421834702"
CL_15681	"ООО ""Квартира"" ИНН 62468180640"
CL_15691	"ООО ""Стена"" ИНН 7626552820"
CL_15701	"ООО ""Экстраординарный участок"" ИНН 11711350996"
CL_1571	"ООО ""Участник"" ИНН 88527269896"
CL_15711	"ООО ""Массовая программа"" ИНН 36829344730"
CL_15721	"ООО ""Необыкновенное начало"" ИНН 23222490396"
CL_15731	"ООО ""Активный план"" ИНН 25868157894"
CL_15741	"ООО ""Столица"" ИНН 52774645811"
CL_15751	"ПАО ""Абсолютное основание"" ИНН 12164831233"
CL_15761	"ООО ""Несравненная партия"" ИНН 50797578704"
CL_15771	"ООО ""Необычайная рамка"" ИНН 91034215173"
CL_15781	"ООО ""Безукоризненная борьба"" ИНН 57486030336"
CL_15791	"ООО ""Впечатляющое предложение"" ИНН 87714886260"
CL_15801	"ООО ""Решение"" ИНН 63807246121"
CL_1581	"ООО ""Событие"" ИНН 12026322591"
CL_15811	"ООО ""Участок"" ИНН 4585172544"
CL_15821	"ООО ""Наивысший предмет"" ИНН 27345124319"
CL_15831	"ООО ""Основательная газета"" ИНН 13161670630"
CL_15841	"АО ""Звук"" ИНН 23354835297"
CL_15851	"ООО ""Канал"" ИНН 80810955393"
CL_15861	"ООО ""Запредельный этаж"" ИНН 74606218971"
CL_15871	"ООО ""Каменный комплекс"" ИНН 29733050136"
CL_15881	"АО ""Парк"" ИНН 72111453921"
CL_15891	"ООО ""Открытая деревня"" ИНН 22929069600"
CL_15901	"ООО ""Отрасль"" ИНН 48234506399"
CL_1591	"ООО ""Ответ"" ИНН 91584371060"
CL_15911	"ООО ""Район"" ИНН 80870177774"
CL_15921	"ООО ""Ювелирный момент"" ИНН 36253298083"
CL_15931	"ООО ""Республика"" ИНН 45976921586"
CL_15941	"ООО ""Стальной ветер"" ИНН 47464260719"
CL_15951	"ООО ""Крыша"" ИНН 95265808143"
CL_15961	"ООО ""Невообразимая особенность"" ИНН 83146241976"
CL_15971	"ООО ""Фактор"" ИНН 85696954690"
CL_15981	"ООО ""Город"" ИНН 4271251136"
CL_15991	"ООО ""Редкая лестница"" ИНН 65952704366"
CL_16001	"ПАО ""Металл"" ИНН 5894224656"
CL_1601	"ООО ""Экстраординарная площадь"" ИНН 42228831229"
CL_16011	"ООО ""Надежная природа"" ИНН 58249407786"
CL_16021	"ООО ""Поле"" ИНН 3898527086"
CL_16031	"ООО ""Реформа"" ИНН 64169016640"
CL_16041	"ООО ""Труд"" ИНН 26634438984"
CL_16051	"ООО ""Среда"" ИНН 81947965355"
CL_16061	"ООО ""Весомая сказка"" ИНН 90103675997"
CL_16071	"ООО ""Формула"" ИНН 87279105207"
CL_16081	"ООО ""Атмосфера"" ИНН 44039433528"
CL_16091	"ООО ""Непобедимая река"" ИНН 15853487230"
CL_161	"ООО ""Звук"" ИНН 42632298607"
CL_16101	"ООО ""Секунда"" ИНН 88026802762"
CL_1611	"ООО ""Сон"" ИНН 47567811101"
CL_16111	"ООО ""Мировой город"" ИНН 28100597696"
CL_16121	"ООО ""Костюм"" ИНН 91593032867"
CL_16131	"ООО ""Неистощимый автор"" ИНН 79879663569"
CL_16141	"ООО ""Разговор"" ИНН 24391676428"
CL_16151	"ПАО ""Содержание"" ИНН 75350599933"
CL_16161	"ООО ""Передача"" ИНН 12863403352"
CL_16171	"ООО ""Таблица"" ИНН 51802756176"
CL_16181	"ПАО ""Абсолютная столица"" ИНН 60842667805"
CL_16191	"ООО ""Характер"" ИНН 24814963574"
CL_16201	"ООО ""Требование"" ИНН 14813690110"
CL_1621	"ООО ""Безукоризненный канал"" ИНН 12223510698"
